competent,[sound:audio_competent.mp3],competente,She is a competent leader.,Ella es una líder competente.,[sound:audio_example_competent.mp3]
competition,[sound:audio_competition.mp3],competencia,The competition drives innovation.,La competencia impulsa la innovación.,[sound:audio_example_competition.mp3]
competitive,[sound:audio_competitive.mp3],competitivo,The market is very competitive.,El mercado es muy competitivo.,[sound:audio_example_competitive.mp3]
competitor,[sound:audio_competitor.mp3],competidor,The competitor offers lower prices.,El competidor ofrece precios más bajos.,[sound:audio_example_competitor.mp3]
complain,[sound:audio_complain.mp3],quejarse,She complains about the service.,Ella se queja del servicio.,[sound:audio_example_complain.mp3]
complaint,[sound:audio_complaint.mp3],queja,She submitted a complaint to management.,Ella presentó una queja a la gerencia.,[sound:audio_example_complaint.mp3]
complete,[sound:audio_complete.mp3],completar,He completes his assignments on time.,Él completa sus tareas a tiempo.,[sound:audio_example_complete.mp3]
complex,[sound:audio_complex.mp3],complejo,This puzzle is complex.,Este rompecabezas es complejo.,[sound:audio_example_complex.mp3]
complexity,[sound:audio_complexity.mp3],complejidad,The complexity of the task is high.,La complejidad de la tarea es alta.,[sound:audio_example_complexity.mp3]
compliment,[sound:audio_compliment.mp3],cumplido,He received a nice compliment.,Recibió un buen cumplido.,[sound:audio_example_compliment.mp3]
complimentary,[sound:audio_complimentary.mp3],de cortesía,They received complimentary tickets.,Recibieron boletos de cortesía.,[sound:audio_example_complimentary.mp3]
comply,[sound:audio_comply.mp3],cumplir,She always complies with instructions.,Ella siempre cumple con las instrucciones.,[sound:audio_example_comply.mp3]
comprehensive,[sound:audio_comprehensive.mp3],integral,He wrote a comprehensive review.,Escribió una revisión exhaustiva.,[sound:audio_example_comprehensive.mp3]
compromise,[sound:audio_compromise.mp3],compromiso,She accepted the compromise.,Ella aceptó el compromiso.,[sound:audio_example_compromise.mp3]
compulsory,[sound:audio_compulsory.mp3],obligatorio,Participation is compulsory.,La participación es obligatoria.,[sound:audio_example_compulsory.mp3]
concede,[sound:audio_concede.mp3],conceder,She concedes when she is wrong.,Ella concede cuando está equivocada.,[sound:audio_example_concede.mp3]
concern,[sound:audio_concern.mp3],inquietud,She has a concern about safety.,Ella tiene una preocupación por la seguridad.,[sound:audio_example_concern.mp3]
conclude,[sound:audio_conclude.mp3],concluir,He concludes his presentation clearly.,Concluye su presentación claramente.,[sound:audio_example_conclude.mp3]
conclusion,[sound:audio_conclusion.mp3],conclusión,Her conclusion summed up the idea.,Su conclusión resumió la idea.,[sound:audio_example_conclusion.mp3]
concourse,[sound:audio_concourse.mp3],concurso,They waited in the concourse.,Esperaron en el vestíbulo.,[sound:audio_example_concourse.mp3]
condition,[sound:audio_condition.mp3],condición,The equipment is in good condition.,El equipo está en buenas condiciones.,[sound:audio_example_condition.mp3]
conduct,[sound:audio_conduct.mp3],conducta,She conducts the meeting professionally.,Ella realiza la reunión profesionalmente.,[sound:audio_example_conduct.mp3]
confirm,[sound:audio_confirm.mp3],confirmar,He confirmed his attendance.,Confirmó su asistencia.,[sound:audio_example_confirm.mp3]
confirmation,[sound:audio_confirmation.mp3],confirmación,The confirmation arrived by email.,La confirmación llegó por correo electrónico.,[sound:audio_example_confirmation.mp3]
confusion,[sound:audio_confusion.mp3],confusión,The instructions caused confusion.,Las instrucciones causaron confusión.,[sound:audio_example_confusion.mp3]
connect,[sound:audio_connect.mp3],conectar,She connects with old friends.,Ella se conecta con viejos amigos.,[sound:audio_example_connect.mp3]
connection,[sound:audio_connection.mp3],conexión,He has a strong connection to his roots.,Tiene una fuerte conexión con sus raíces.,[sound:audio_example_connection.mp3]
consequence,[sound:audio_consequence.mp3],consecuencia,Every action has a consequence.,Cada acción tiene una consecuencia.,[sound:audio_example_consequence.mp3]
consider,[sound:audio_consider.mp3],considerar,He considers all options.,Considera todas las opciones.,[sound:audio_example_consider.mp3]
considerable,[sound:audio_considerable.mp3],considerable,She made a considerable effort.,Ella hizo un esfuerzo considerable.,[sound:audio_example_considerable.mp3]
consignment,[sound:audio_consignment.mp3],envío,They sent a consignment of goods.,Enviaron un consignación de bienes.,[sound:audio_example_consignment.mp3]
consist,[sound:audio_consist.mp3],consistir,The team consists of five members.,El equipo consta de cinco miembros.,[sound:audio_example_consist.mp3]
consistent,[sound:audio_consistent.mp3],coherente,She remains consistent in her efforts.,Ella sigue siendo consistente en sus esfuerzos.,[sound:audio_example_consistent.mp3]
consistently,[sound:audio_consistently.mp3],consecuentemente,He works consistently every day.,Trabaja constantemente todos los días.,[sound:audio_example_consistently.mp3]
constant,[sound:audio_constant.mp3],constante,The noise is constant.,El ruido es constante.,[sound:audio_example_constant.mp3]
constantly,[sound:audio_constantly.mp3],constantemente,She is constantly learning.,Ella está aprendiendo constantemente.,[sound:audio_example_constantly.mp3]
construction,[sound:audio_construction.mp3],construcción,Construction started last month.,La construcción comenzó el mes pasado.,[sound:audio_example_construction.mp3]
consult,[sound:audio_consult.mp3],consultar,He consults his advisor regularly.,Él consulta a su asesor regularmente.,[sound:audio_example_consult.mp3]
consultant,[sound:audio_consultant.mp3],consultor,She hired a consultant for advice.,Ella contrató a un consultor para obtener asesoramiento.,[sound:audio_example_consultant.mp3]
consume,[sound:audio_consume.mp3],consumir,He consumes healthy food.,Consume alimentos saludables.,[sound:audio_example_consume.mp3]
consumer,[sound:audio_consumer.mp3],consumidor,She is a careful consumer.,Ella es una consumidor cuidadosa.,[sound:audio_example_consumer.mp3]
contain,[sound:audio_contain.mp3],contener,This bottle contains water.,Esta botella contiene agua.,[sound:audio_example_contain.mp3]
container,[sound:audio_container.mp3],recipiente,He uses a container for storage.,Utiliza un contenedor para el almacenamiento.,[sound:audio_example_container.mp3]
continual,[sound:audio_continual.mp3],continuo,She experiences continual improvement.,Ella experimenta una mejora continua.,[sound:audio_example_continual.mp3]
continuation,[sound:audio_continuation.mp3],continuación,The continuation is planned for next year.,La continuación está prevista para el próximo año.,[sound:audio_example_continuation.mp3]
continue,[sound:audio_continue.mp3],continuar,He continues his work every day.,Continúa su trabajo todos los días.,[sound:audio_example_continue.mp3]
contribute,[sound:audio_contribute.mp3],contribuir,He contributes his ideas.,Contribuye sus ideas.,[sound:audio_example_contribute.mp3]
contribution,[sound:audio_contribution.mp3],contribución,His contribution helped the team.,Su contribución ayudó al equipo.,[sound:audio_example_contribution.mp3]
control,[sound:audio_control.mp3],control,They maintain strict control.,Mantienen un control estricto.,[sound:audio_example_control.mp3]
control panel,[sound:audio_controlpanel.mp3],Panel de control,He adjusted settings on the control panel.,Ajustó la configuración en el panel de control.,[sound:audio_example_control panel.mp3]
convenient,[sound:audio_convenient.mp3],conveniente,It is convenient to shop nearby.,Es conveniente comprar cerca.,[sound:audio_example_convenient.mp3]
conveniently,[sound:audio_conveniently.mp3],convenientemente,He arrived conveniently on time.,Llegó convenientemente a tiempo.,[sound:audio_example_conveniently.mp3]
convince,[sound:audio_convince.mp3],convencer,He tries to convince his team.,Intenta convencer a su equipo.,[sound:audio_example_convince.mp3]
convincing,[sound:audio_convincing.mp3],convincente,The evidence is convincing.,La evidencia es convincente.,[sound:audio_example_convincing.mp3]
corporate,[sound:audio_corporate.mp3],corporativo,She enjoys corporate benefits.,Ella disfruta de los beneficios corporativos.,[sound:audio_example_corporate.mp3]
corporation,[sound:audio_corporation.mp3],corporación,The corporation expands overseas.,La corporación se expande en el extranjero.,[sound:audio_example_corporation.mp3]
cost,[sound:audio_cost.mp3],costo,The cost is under budget.,El costo está bajo presupuesto.,[sound:audio_example_cost.mp3]
counter,[sound:audio_counter.mp3],encimera,She cleared the counter.,Ella despejó el mostrador.,[sound:audio_example_counter.mp3]
courier,[sound:audio_courier.mp3],mensajero,He works as a courier.,Trabaja como mensajero.,[sound:audio_example_courier.mp3]
cover letter,[sound:audio_coverletter.mp3],carta de presentación,He wrote a cover letter for the job.,Escribió una carta de presentación para el trabajo.,[sound:audio_example_cover letter.mp3]
coverage,[sound:audio_coverage.mp3],cobertura,Her insurance coverage is good.,Su cobertura de seguro es buena.,[sound:audio_example_coverage.mp3]
coworker,[sound:audio_coworker.mp3],compañero de trabajo,He collaborates with his coworker.,Él colabora con su compañero de trabajo.,[sound:audio_example_coworker.mp3]
crash,[sound:audio_crash.mp3],chocar,They reported a crash on the road.,Informaron un accidente en el camino.,[sound:audio_example_crash.mp3]
credentials,[sound:audio_credentials.mp3],cartas credenciales,He provided his credentials.,Él proporcionó sus credenciales.,[sound:audio_example_credentials.mp3]
credit,[sound:audio_credit.mp3],crédito,He applied for credit.,Solicitó crédito.,[sound:audio_example_credit.mp3]
criteria,[sound:audio_criteria.mp3],criterios,She meets all criteria.,Ella cumple con todos los criterios.,[sound:audio_example_criteria.mp3]
critical,[sound:audio_critical.mp3],crítico,The situation is critical.,La situación es crítica.,[sound:audio_example_critical.mp3]
criticize,[sound:audio_criticize.mp3],criticar,She criticizes mistakes.,Ella critica los errores.,[sound:audio_example_criticize.mp3]
crowd,[sound:audio_crowd.mp3],multitud,The crowd cheered loudly.,La multitud vitoreó en voz alta.,[sound:audio_example_crowd.mp3]
crowded,[sound:audio_crowded.mp3],abarrotado,The street was crowded.,La calle estaba llena de gente.,[sound:audio_example_crowded.mp3]
crucial,[sound:audio_crucial.mp3],crucial,Her role is crucial.,Su papel es crucial.,[sound:audio_example_crucial.mp3]
cruise,[sound:audio_cruise.mp3],crucero,He enjoys a luxury cruise.,Disfruta de un crucero de lujo.,[sound:audio_example_cruise.mp3]
currency,[sound:audio_currency.mp3],divisa,She exchanged currency at the bank.,Ella intercambió moneda en el banco.,[sound:audio_example_currency.mp3]
current,[sound:audio_current.mp3],actual,Her ideas are current.,Sus ideas son actuales.,[sound:audio_example_current.mp3]
custom,[sound:audio_custom.mp3],costumbre,It is a family custom.,Es una costumbre familiar.,[sound:audio_example_custom.mp3]
customer,[sound:audio_customer.mp3],cliente,She treats every customer kindly.,Ella trata a todos los clientes amablemente.,[sound:audio_example_customer.mp3]
customs,[sound:audio_customs.mp3],aduanas,They passed through customs.,Pasaron por la aduana.,[sound:audio_example_customs.mp3]
cutting edge,[sound:audio_cuttingedge.mp3],innovador,She uses cutting edge tools.,Ella usa herramientas de vanguardia.,[sound:audio_example_cutting edge.mp3]
cycle,[sound:audio_cycle.mp3],ciclo,He rides his cycle daily.,Él monta su ciclo diariamente.,[sound:audio_example_cycle.mp3]
daily,[sound:audio_daily.mp3],diario,He exercises daily.,Hace ejercicio diariamente.,[sound:audio_example_daily.mp3]
damage,[sound:audio_damage.mp3],daño,The fall caused damage.,La caída causó daños.,[sound:audio_example_damage.mp3]
deadline,[sound:audio_deadline.mp3],fecha límite,She met the deadline.,Ella conoció a la fecha límite.,[sound:audio_example_deadline.mp3]
deal,[sound:audio_deal.mp3],trato,He closed the deal.,Cerró el trato.,[sound:audio_example_deal.mp3]
debit,[sound:audio_debit.mp3],débito,He paid with debit.,Pagó con débito.,[sound:audio_example_debit.mp3]
debt,[sound:audio_debt.mp3],deuda,They settled their debt.,Llegaron su deuda.,[sound:audio_example_debt.mp3]
decision,[sound:audio_decision.mp3],decisión,He made a quick decision.,Tomó una decisión rápida.,[sound:audio_example_decision.mp3]
decorate,[sound:audio_decorate.mp3],decorar,They decorate for the party.,Decoran para la fiesta.,[sound:audio_example_decorate.mp3]
decrease,[sound:audio_decrease.mp3],disminuir,The cost decreased significantly.,El costo disminuyó significativamente.,[sound:audio_example_decrease.mp3]
dedicate,[sound:audio_dedicate.mp3],dedicar,He dedicates himself to work.,Se dedica a trabajar.,[sound:audio_example_dedicate.mp3]
deduct,[sound:audio_deduct.mp3],deducir,She deducts expenses from income.,Ella deduce los gastos de los ingresos.,[sound:audio_example_deduct.mp3]
defect,[sound:audio_defect.mp3],defecto,He found a defect in the design.,Encontró un defecto en el diseño.,[sound:audio_example_defect.mp3]
defective,[sound:audio_defective.mp3],defectuoso,They returned the defective item.,Devolvieron el elemento defectuoso.,[sound:audio_example_defective.mp3]
definite,[sound:audio_definite.mp3],definido,He gave a definite answer.,Dio una respuesta definitiva.,[sound:audio_example_definite.mp3]
definitely,[sound:audio_definitely.mp3],definitivamente,He definitely agreed.,Definitivamente estuvo de acuerdo.,[sound:audio_example_definitely.mp3]
degree,[sound:audio_degree.mp3],grado,He received a college degree.,Recibió un título universitario.,[sound:audio_example_degree.mp3]
delay,[sound:audio_delay.mp3],demora,Her delivery was delayed.,Su entrega se retrasó.,[sound:audio_example_delay.mp3]
delete,[sound:audio_delete.mp3],borrar,He deleted the email.,Eliminó el correo electrónico.,[sound:audio_example_delete.mp3]
delight,[sound:audio_delight.mp3],deleitar,She felt delight at the surprise.,Se sintió deleite ante la sorpresa.,[sound:audio_example_delight.mp3]
delighted,[sound:audio_delighted.mp3],encantado,He was delighted to see her.,Estaba encantado de verla.,[sound:audio_example_delighted.mp3]
deliver,[sound:audio_deliver.mp3],entregar,She delivers orders on time.,Ella entrega pedidos a tiempo.,[sound:audio_example_deliver.mp3]
delivery,[sound:audio_delivery.mp3],entrega,He tracks the delivery.,Él rastrea la entrega.,[sound:audio_example_delivery.mp3]
demand,[sound:audio_demand.mp3],demanda,She demands quality service.,Ella exige un servicio de calidad.,[sound:audio_example_demand.mp3]
demanding,[sound:audio_demanding.mp3],exigente,He finds his work demanding.,Encuentra su trabajo exigente.,[sound:audio_example_demanding.mp3]
demonstrate,[sound:audio_demonstrate.mp3],demostrar,He demonstrated his skills.,Demostró sus habilidades.,[sound:audio_example_demonstrate.mp3]
depart,[sound:audio_depart.mp3],salir,They depart at dawn.,Parten al amanecer.,[sound:audio_example_depart.mp3]
department,[sound:audio_department.mp3],departamento,He joined the marketing department.,Se unió al departamento de marketing.,[sound:audio_example_department.mp3]
departure,[sound:audio_departure.mp3],partida,Her departure was on schedule.,Su partida estaba a tiempo.,[sound:audio_example_departure.mp3]
depend on,[sound:audio_dependon.mp3],depender de,She depends on her team.,Ella depende de su equipo.,[sound:audio_example_depend on.mp3]
dependence,[sound:audio_dependence.mp3],dependencia,Their dependence is mutual.,Su dependencia es mutua.,[sound:audio_example_dependence.mp3]
deposit,[sound:audio_deposit.mp3],depósito,He deposited money today.,Depositó dinero hoy.,[sound:audio_example_deposit.mp3]
description,[sound:audio_description.mp3],descripción,She wrote a clear description.,Ella escribió una descripción clara.,[sound:audio_example_description.mp3]
designate,[sound:audio_designate.mp3],designar,He was designated manager.,Fue gerente designado.,[sound:audio_example_designate.mp3]
desperate,[sound:audio_desperate.mp3],desesperado,He felt desperate during the storm.,Se sintió desesperado durante la tormenta.,[sound:audio_example_desperate.mp3]
dessert,[sound:audio_dessert.mp3],postre,She ordered a sweet dessert.,Ella ordenó un postre dulce.,[sound:audio_example_dessert.mp3]
destination,[sound:audio_destination.mp3],destino,He reached his destination.,Llegó a su destino.,[sound:audio_example_destination.mp3]
detail,[sound:audio_detail.mp3],detalle,He described every detail.,Describió cada detalle.,[sound:audio_example_detail.mp3]
detailed,[sound:audio_detailed.mp3],detallado,Her plan is very detailed.,Su plan es muy detallado.,[sound:audio_example_detailed.mp3]
detect,[sound:audio_detect.mp3],detectar,He can detect small changes.,Puede detectar pequeños cambios.,[sound:audio_example_detect.mp3]
deterioration,[sound:audio_deterioration.mp3],deterioro,The building shows deterioration.,El edificio muestra deterioro.,[sound:audio_example_deterioration.mp3]
determine,[sound:audio_determine.mp3],determinar,He determines the next step.,Determina el siguiente paso.,[sound:audio_example_determine.mp3]
determined,[sound:audio_determined.mp3],determinado,She is determined to succeed.,Ella está decidida a tener éxito.,[sound:audio_example_determined.mp3]
develop,[sound:audio_develop.mp3],desarrollar,She develops new ideas.,Ella desarrolla nuevas ideas.,[sound:audio_example_develop.mp3]
developer,[sound:audio_developer.mp3],desarrollador,She works as a developer.,Ella trabaja como desarrollador.,[sound:audio_example_developer.mp3]
development,[sound:audio_development.mp3],desarrollo,Their development continues steadily.,Su desarrollo continúa constantemente.,[sound:audio_example_development.mp3]
device,[sound:audio_device.mp3],dispositivo,She uses a smart device.,Ella usa un dispositivo inteligente.,[sound:audio_example_device.mp3]
diagnose,[sound:audio_diagnose.mp3],diagnosticar,He diagnoses the problem quickly.,Él diagnostica el problema rápidamente.,[sound:audio_example_diagnose.mp3]
differential,[sound:audio_differential.mp3],diferencial,She studies the differential values.,Ella estudia los valores diferenciales.,[sound:audio_example_differential.mp3]
director,[sound:audio_director.mp3],director,He is the school director.,Él es el director de la escuela.,[sound:audio_example_director.mp3]
disagree,[sound:audio_disagree.mp3],discrepar,She tends to disagree with him.,Ella tiende a estar en desacuerdo con él.,[sound:audio_example_disagree.mp3]
disagreement,[sound:audio_disagreement.mp3],desacuerdo,The disagreement was resolved.,El desacuerdo se resolvió.,[sound:audio_example_disagreement.mp3]
disappointing,[sound:audio_disappointing.mp3],decepcionante,It was a disappointing outcome.,Fue un resultado decepcionante.,[sound:audio_example_disappointing.mp3]
disconnect,[sound:audio_disconnect.mp3],desconectar,She disconnects from social media.,Ella se desconecta de las redes sociales.,[sound:audio_example_disconnect.mp3]
discount,[sound:audio_discount.mp3],descuento,He got a big discount.,Obtuvo un gran descuento.,[sound:audio_example_discount.mp3]
discrepancy,[sound:audio_discrepancy.mp3],discrepancia,She noticed a discrepancy.,Ella notó una discrepancia.,[sound:audio_example_discrepancy.mp3]
discrimination,[sound:audio_discrimination.mp3],discriminación,He fights against discrimination.,Él lucha contra la discriminación.,[sound:audio_example_discrimination.mp3]
discuss,[sound:audio_discuss.mp3],conversar,She likes to discuss ideas.,A ella le gusta discutir ideas.,[sound:audio_example_discuss.mp3]
discussion,[sound:audio_discussion.mp3],discusión,Their discussion lasted a few minutes.,Su discusión duró unos minutos.,[sound:audio_example_discussion.mp3]
dish,[sound:audio_dish.mp3],plato,He served a delicious dish.,Sirvió un delicioso plato.,[sound:audio_example_dish.mp3]
dismiss,[sound:audio_dismiss.mp3],despedir,She dismissed his comment.,Ella descartó su comentario.,[sound:audio_example_dismiss.mp3]
dismissive,[sound:audio_dismissive.mp3],desdeñoso,She gave a dismissive look.,Ella dio una mirada despectiva.,[sound:audio_example_dismissive.mp3]
display,[sound:audio_display.mp3],mostrar,He enjoys the digital display.,Disfruta de la pantalla digital.,[sound:audio_example_display.mp3]
disposable,[sound:audio_disposable.mp3],desechable,They use disposable plates.,Usan placas desechables.,[sound:audio_example_disposable.mp3]
dispose,[sound:audio_dispose.mp3],disponer,He disposes of waste properly.,Él elimina los desechos correctamente.,[sound:audio_example_dispose.mp3]
dispute,[sound:audio_dispute.mp3],disputar,She settled the dispute.,Ella resolvió la disputa.,[sound:audio_example_dispute.mp3]
disruption,[sound:audio_disruption.mp3],ruptura,It caused a small disruption.,Causó una pequeña interrupción.,[sound:audio_example_disruption.mp3]
distinctive,[sound:audio_distinctive.mp3],distintivo,The logo is distinctive.,El logotipo es distintivo.,[sound:audio_example_distinctive.mp3]
distinguish,[sound:audio_distinguish.mp3],distinguir,She can distinguish the sounds.,Ella puede distinguir los sonidos.,[sound:audio_example_distinguish.mp3]
distribute,[sound:audio_distribute.mp3],distribuir,He distributes the materials.,Distribuye los materiales.,[sound:audio_example_distribute.mp3]
distribution,[sound:audio_distribution.mp3],distribución,The distribution is organized.,La distribución está organizada.,[sound:audio_example_distribution.mp3]
dividend,[sound:audio_dividend.mp3],dividendo,He earned a dividend.,Obtuvo un dividendo.,[sound:audio_example_dividend.mp3]
document,[sound:audio_document.mp3],documento,She reviewed the document.,Ella revisó el documento.,[sound:audio_example_document.mp3]
donate,[sound:audio_donate.mp3],donar,He plans to donate money.,Planea donar dinero.,[sound:audio_example_donate.mp3]
donation,[sound:audio_donation.mp3],donación,He made a donation.,Hizo una donación.,[sound:audio_example_donation.mp3]
double,[sound:audio_double.mp3],doble,She paid double the cost.,Ella pagó el doble de costo.,[sound:audio_example_double.mp3]
download,[sound:audio_download.mp3],descargar,He downloaded the report.,Descargó el informe.,[sound:audio_example_download.mp3]
downsize,[sound:audio_downsize.mp3],reducir el tamaño,The company will downsize soon.,La compañía reducirá pronto.,[sound:audio_example_downsize.mp3]
downturn,[sound:audio_downturn.mp3],recesión,There was an economic downturn.,Hubo una recesión económica.,[sound:audio_example_downturn.mp3]
downward,[sound:audio_downward.mp3],hacia abajo,Sales are moving downward.,Las ventas se están moviendo hacia abajo.,[sound:audio_example_downward.mp3]
dramatic,[sound:audio_dramatic.mp3],dramático,Her performance was dramatic.,Su actuación fue dramática.,[sound:audio_example_dramatic.mp3]
drastic,[sound:audio_drastic.mp3],drástico,He made a drastic change.,Hizo un cambio drástico.,[sound:audio_example_drastic.mp3]
drastically,[sound:audio_drastically.mp3],drásticamente,The weather changed drastically.,El clima cambió drásticamente.,[sound:audio_example_drastically.mp3]
draw,[sound:audio_draw.mp3],dibujar,He draws with precision.,Dibuja con precisión.,[sound:audio_example_draw.mp3]
drawer,[sound:audio_drawer.mp3],cajón,She opened the drawer.,Ella abrió el cajón.,[sound:audio_example_drawer.mp3]
drive,[sound:audio_drive.mp3],conducir,She drives every morning.,Ella conduce todas las mañanas.,[sound:audio_example_drive.mp3]
drop,[sound:audio_drop.mp3],gota,He will drop it off.,Lo dejará.,[sound:audio_example_drop.mp3]
dull,[sound:audio_dull.mp3],aburrido,She found the movie dull.,Encontró la película aburrida.,[sound:audio_example_dull.mp3]
duration,[sound:audio_duration.mp3],duración,The event lasted a short duration.,El evento duró una corta duración.,[sound:audio_example_duration.mp3]
duty-free,[sound:audio_dutyfree.mp3],libre de impuestos,He bought duty-free items.,Compró artículos libres de impuestos.,[sound:audio_example_duty-free.mp3]
earn,[sound:audio_earn.mp3],ganar,He earns money daily.,Gana dinero a diario.,[sound:audio_example_earn.mp3]
earnings,[sound:audio_earnings.mp3],ganancias,Her earnings are steady.,Sus ganancias son estables.,[sound:audio_example_earnings.mp3]
economical,[sound:audio_economical.mp3],económico,They chose an economical option.,Eligieron una opción económica.,[sound:audio_example_economical.mp3]
economize,[sound:audio_economize.mp3],economizar,He economizes his spending.,Él economiza su gasto.,[sound:audio_example_economize.mp3]
economy,[sound:audio_economy.mp3],economía,The economy shows growth.,La economía muestra crecimiento.,[sound:audio_example_economy.mp3]
effective,[sound:audio_effective.mp3],eficaz,She uses effective techniques.,Ella usa técnicas efectivas.,[sound:audio_example_effective.mp3]
effectively,[sound:audio_effectively.mp3],eficazmente,The system works effectively.,El sistema funciona de manera efectiva.,[sound:audio_example_effectively.mp3]
effectiveness,[sound:audio_effectiveness.mp3],eficacia,Her plan showed effectiveness.,Su plan mostró efectividad.,[sound:audio_example_effectiveness.mp3]
efficiency,[sound:audio_efficiency.mp3],eficiencia,They improve efficiency daily.,Mejoran la eficiencia diariamente.,[sound:audio_example_efficiency.mp3]
efficient,[sound:audio_efficient.mp3],eficiente,She is an efficient worker.,Ella es una trabajadora eficiente.,[sound:audio_example_efficient.mp3]
efficiently,[sound:audio_efficiently.mp3],eficientemente,The task was completed efficiently.,La tarea se completó de manera eficiente.,[sound:audio_example_efficiently.mp3]
elderly,[sound:audio_elderly.mp3],anciano,She cares for the elderly.,Ella se preocupa por los ancianos.,[sound:audio_example_elderly.mp3]
electrical,[sound:audio_electrical.mp3],eléctrico,The electrical setup is safe.,La configuración eléctrica es segura.,[sound:audio_example_electrical.mp3]
elevator,[sound:audio_elevator.mp3],ascensor,She rides the elevator daily.,Ella monta el ascensor diariamente.,[sound:audio_example_elevator.mp3]
embark,[sound:audio_embark.mp3],embarcarse,He embarks on new projects.,Se embarca en nuevos proyectos.,[sound:audio_example_embark.mp3]
emergency,[sound:audio_emergency.mp3],emergencia,She acted in an emergency.,Ella actuó en una emergencia.,[sound:audio_example_emergency.mp3]
emphasize,[sound:audio_emphasize.mp3],enfatizar,He emphasizes important details.,Él enfatiza detalles importantes.,[sound:audio_example_emphasize.mp3]
emphasize,[sound:audio_emphasize.mp3],enfatizar,He emphasizes his main points.,Él enfatiza sus puntos principales.,[sound:audio_example_emphasize.mp3]
employ,[sound:audio_employ.mp3],emplear,She employs skilled staff.,Ella emplea al personal calificado.,[sound:audio_example_employ.mp3]
employee,[sound:audio_employee.mp3],empleado,She is a reliable employee.,Ella es una empleada confiable.,[sound:audio_example_employee.mp3]
employer,[sound:audio_employer.mp3],empleador,He respects his employer.,Respeta a su empleador.,[sound:audio_example_employer.mp3]
employment,[sound:audio_employment.mp3],empleo,She seeks new employment.,Ella busca un nuevo empleo.,[sound:audio_example_employment.mp3]
enable,[sound:audio_enable.mp3],permitir,The feature enables quick access.,La función permite un acceso rápido.,[sound:audio_example_enable.mp3]
enclose,[sound:audio_enclose.mp3],encerrar,She enclosed a note with the letter.,Ella encerró una nota con la carta.,[sound:audio_example_enclose.mp3]
encourage,[sound:audio_encourage.mp3],alentar,He encourages his team.,Él alienta a su equipo.,[sound:audio_example_encourage.mp3]
endurance,[sound:audio_endurance.mp3],resistencia,Her endurance is impressive.,Su resistencia es impresionante.,[sound:audio_example_endurance.mp3]
endure,[sound:audio_endure.mp3],perdurar,She will endure the challenge.,Ella soportará el desafío.,[sound:audio_example_endure.mp3]
engineer,[sound:audio_engineer.mp3],ingeniero,He is a skilled engineer.,Es un ingeniero experto.,[sound:audio_example_engineer.mp3]
engineering,[sound:audio_engineering.mp3],ingeniería,She studies engineering.,Ella estudia ingeniería.,[sound:audio_example_engineering.mp3]
enhance,[sound:audio_enhance.mp3],mejorar,The update enhances performance.,La actualización mejora el rendimiento.,[sound:audio_example_enhance.mp3]
enroll,[sound:audio_enroll.mp3],inscribirse,She decided to enroll in the course.,Ella decidió inscribirse en el curso.,[sound:audio_example_enroll.mp3]
ensure,[sound:audio_ensure.mp3],asegurar,He ensures quality work.,Asegura un trabajo de calidad.,[sound:audio_example_ensure.mp3]
enterprise,[sound:audio_enterprise.mp3],empresa,The enterprise grows steadily.,La empresa crece constantemente.,[sound:audio_example_enterprise.mp3]
enthusiastic,[sound:audio_enthusiastic.mp3],entusiasta,She is enthusiastic about her work.,Ella está entusiasmada con su trabajo.,[sound:audio_example_enthusiastic.mp3]
enthusiastically,[sound:audio_enthusiastically.mp3],con entusiasmo,He participated enthusiastically.,Participó con entusiasmo.,[sound:audio_example_enthusiastically.mp3]
entitlement,[sound:audio_entitlement.mp3],derecho,She claims her entitlement.,Ella afirma su derecho.,[sound:audio_example_entitlement.mp3]
entrée,[sound:audio_entrée.mp3],entrada,The entrée was delicious.,La entrada estaba deliciosa.,[sound:audio_example_entrée.mp3]
environment,[sound:audio_environment.mp3],ambiente,The environment is very clean.,El medio ambiente está muy limpio.,[sound:audio_example_environment.mp3]
environmental,[sound:audio_environmental.mp3],ambiental,They focus on environmental issues.,Se centran en temas ambientales.,[sound:audio_example_environmental.mp3]
equivalent,[sound:audio_equivalent.mp3],equivalente,This is equivalent to a bonus.,Esto es equivalente a una bonificación.,[sound:audio_example_equivalent.mp3]
essential,[sound:audio_essential.mp3],esencial,It is essential to plan.,Es esencial planificar.,[sound:audio_example_essential.mp3]
estimate,[sound:audio_estimate.mp3],estimar,He gave an estimate.,Dio una estimación.,[sound:audio_example_estimate.mp3]
evaluate,[sound:audio_evaluate.mp3],evaluar,She will evaluate the results.,Ella evaluará los resultados.,[sound:audio_example_evaluate.mp3]
event,[sound:audio_event.mp3],evento,The event starts at noon.,El evento comienza al mediodía.,[sound:audio_example_event.mp3]
evidence,[sound:audio_evidence.mp3],evidencia,The evidence was clear.,La evidencia fue clara.,[sound:audio_example_evidence.mp3]
evolve,[sound:audio_evolve.mp3],evolucionar,They evolve with time.,Evolucionan con el tiempo.,[sound:audio_example_evolve.mp3]
exact,[sound:audio_exact.mp3],exacto,The measurements are exact.,Las medidas son exactas.,[sound:audio_example_exact.mp3]
examination,[sound:audio_examination.mp3],examen,He passed the examination.,Pasó el examen.,[sound:audio_example_examination.mp3]
